Index,DOI,PageRank Score,Number of Incoming Edges,Number of Outgoing Edges,Text,"How does the incorporation of domain-specific knowledge (e.g., neuroanatomy) into AI models improve the classification accuracy for Alzheimer's disease?",How does the integration of ensemble learning methods enhance the accuracy and reliability of Alzheimer's disease prediction models using brain imaging data?,How does the integration of multiple models enhance the accuracy and reliability of prediction results  for Alzheimer's disease classification?,"How does the use of multimodal data (e.g., combining MRI and PET scans) affect the performance and reliability of AI models in Alzheimer's disease diagnosis?",How does transfer learning from pre-trained models on large-scale image datasets impact the performance of Alzheimer's disease classification models?,What are the challenges and solutions in deploying AI models for real-time Alzheimer's disease diagnosis in clinical settings?,"What are the optimal hyperparameters for Alzheimer's disease classification using transfer learning models, and how do they affect model performance?",What are the optimal hyperparameters for the classification of Alzheimer's disease using transfer learning models?,What are the performance differences observed in the models before and after applying specific improvements  for Alzheimer's disease classification?,What is the most effective configuration or combination of layers that can be added to a model to enhance its performance for image classification problems  for Alzheimer's disease classification?,What performance improvements are observed in deep learning models for Alzheimer's disease classification after applying advanced preprocessing techniques and hyperparameter tuning?,"What role do different preprocessing techniques (e.g., data augmentation, normalization) play in enhancing the performance of deep learning models for Alzheimer's disease classification?",Which combination of convolutional neural network layers and configurations leads to the most significant improvement in the accuracy of Alzheimer's disease classification models?,Which model demonstrates the highest efficiency and accuracy in handling a large volume of brain images for Alzheimer's disease classification?,title,coverDate,abstract,authors,publicationName,citedby_count,scopus_link,authkeywords,copyright,subject_areas,pageRange,year,Bib Citation
427,https://doi.org/10.1109/tbme.2015.2496233,0.000147685,22,12,"Multitemplate-based brain morphometric pattern analysis using magnetic resonance imaging has been recently proposed for automatic diagnosis of Alzheimer's disease (AD) and its prodromal stage (i.e., mild cognitive impairment or MCI). In such methods, multiview morphological patterns generated from multiple templates are used as feature representation for brain images. However, existing multitemplate-based methods often simply assume that each class is represented by a specific type of data distribution (i.e., a single cluster), while in reality, the underlying data distribution is actually not preknown. In this paper, we propose an inherent structure-based multiview leaning method using multiple templates for AD/MCI classification. Specifically, we first extract multiview feature representations for subjects using multiple selected templates and then cluster subjects within a specific class into several subclasses (i.e., clusters) in each view space. Then, we encode those subclasses with unique codes by considering both their original class information and their own distribution information, followed by a multitask feature selection model. Finally, we learn an ensemble of view-specific support vector machine classifiers based on their, respectively, selected features in each view and fuse their results to draw the final decision. Experimental results on the Alzheimer's Disease Neuroimaging Initiative database demonstrate that our method achieves promising results for AD/MCI classification, compared to the state-of-the-art multitemplate-based methods.",0.47309825,0.5467431,0.5688113,0.5130488,0.49790537,0.41057938,0.47721624,0.4701678,0.479898,0.50806504,0.4682198,0.4530997,0.48053867,0.5546787,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
188,https://doi.org/10.1007/s12021-014-9238-1,0.000339293,48,16,"Multivariate pattern analysis (MVPA) methods have become an important tool in neuroimaging, revealing complex associations and yielding powerful prediction models. Despite methodological developments and novel application domains, there has been little effort to compile benchmark results that researchers can reference and compare against. This study takes a significant step in this direction. We employed three classes of state-of-the-art MVPA algorithms and common types of structural measurements from brain Magnetic Resonance Imaging (MRI) scans to predict an array of clinically relevant variables (diagnosis of Alzheimer’s, schizophrenia, autism, and attention deficit and hyperactivity disorder; age, cerebrospinal fluid derived amyloid-β levels and mini-mental state exam score). We analyzed data from over 2,800 subjects, compiled from six publicly available datasets. The employed data and computational tools are freely distributed (https://www.nmr.mgh.harvard.edu/lab/mripredict), making this the largest, most comprehensive, reproducible benchmark image-based prediction experiment to date in structural neuroimaging. Finally, we make several observations regarding the factors that influence prediction performance and point to future research directions. Unsurprisingly, our results suggest that the biological footprint (effect size) has a dramatic influence on prediction performance. Though the choice of image measurement and MVPA algorithm can impact the result, there was no universally optimal selection. Intriguingly, the choice of algorithm seemed to be less critical than the choice of measurement type. Finally, our results showed that cross-validation estimates of performance, while generally optimistic, correlate well with generalization accuracy on a new dataset.",0.4743766,0.5924111,0.5784429,0.5797623,0.52630943,0.4393531,0.5034376,0.48139715,0.5132886,0.5096112,0.53954196,0.4995588,0.5002399,0.56052387,Clinical Prediction from Structural Brain MRI Scans: A Large-Scale Empirical Study,1/1/2015,,Mert R. Sabuncu; Ender Konukoglu,Neuroinformatics,120,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84933047930&origin=inward,,,,31-46,2015,"@article{,
  author = {Mert R. Sabuncu; Ender Konukoglu},
  title = {Clinical Prediction from Structural Brain MRI Scans: A Large-Scale Empirical Study},
  journal = {Neuroinformatics},
  year = {2015},
  doi = {10.1007/s12021-014-9238-1}
}  url = {https://doi.org/10.1007/s12021-014-9238-1}
}"
2093,https://doi.org/10.1016/j.neuroimage.2013.03.066,3.91E-05,1,0,"Multivariate pattern analysis (MVPA) methods such as support vector machines (SVMs) have been increasingly applied to fMRI and sMRI analyses, enabling the detection of distinctive imaging patterns. However, identifying brain regions that significantly contribute to the classification/group separation requires computationally expensive permutation testing. In this paper we show that the results of SVM-permutation testing can be analytically approximated. This approximation leads to more than a thousandfold speedup of the permutation testing procedure, thereby rendering it feasible to perform such tests on standard computers. The speedup achieved makes SVM based group difference analysis competitive with standard univariate group difference analysis methods. © 2013 Elsevier Inc.",0.3665273,0.4275035,0.39163008,0.39293548,0.3515596,0.28904945,0.34609723,0.3261244,0.41944683,0.3594212,0.39933568,0.3516313,0.33085796,0.47329414,Analytic estimation of statistical significance maps for support vector machine based multi-variate image analysis and classification,9/1/2013,,Bilwaj Gaonkar; Christos Davatzikos,NeuroImage,93,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84877323945&origin=inward,,,,270-283,2013,"@article{,
  author = {Bilwaj Gaonkar; Christos Davatzikos},
  title = {Analytic estimation of statistical significance maps for support vector machine based multi-variate image analysis and classification},
  journal = {NeuroImage},
  year = {2013},
  doi = {10.1016/j.neuroimage.2013.03.066}
}  url = {https://doi.org/10.1016/j.neuroimage.2013.03.066}
}"
230,https://doi.org/10.1016/j.neuroimage.2015.02.037,0.000262698,40,15,"Multivariate pattern analysis and statistical machine learning techniques are attracting increasing interest from the neuroimaging community. Researchers and clinicians are also increasingly interested in the study of functional-connectivity patterns of brains at rest and how these relations might change in conditions like Alzheimer's disease or clinical depression. In this study we investigate the efficacy of a specific multivariate statistical machine learning technique to perform patient stratification from functional-connectivity patterns of brains at rest. Whilst the majority of previous approaches to this problem have employed support vector machines (SVMs) we investigate the performance of Bayesian Gaussian process logistic regression (GP-LR) models with linear and non-linear covariance functions. GP-LR models can be interpreted as a Bayesian probabilistic analogue to kernel SVM classifiers. However, GP-LR methods confer a number of benefits over kernel SVMs. Whilst SVMs only return a binary class label prediction, GP-LR, being a probabilistic model, provides a principled estimate of the probability of class membership. Class probability estimates are a measure of the confidence the model has in its predictions, such a confidence score may be extremely useful in the clinical setting. Additionally, if miss-classification costs are not symmetric, thresholds can be set to achieve either strong specificity or sensitivity scores. Since GP-LR models are Bayesian, computationally expensive cross-validation hyper-parameter grid-search methods can be avoided. We apply these methods to a sample of 77 subjects; 27 with a diagnosis of probable AD, 50 with a diagnosis of a-MCI and a control sample of 39. All subjects underwent a MRI examination at 3. T to obtain a 7. minute and 20. second resting state scan. Our results support the hypothesis that GP-LR models can be effective at performing patient stratification: the implemented model achieves 75% accuracy disambiguating healthy subjects from subjects with amnesic mild cognitive impairment and 97% accuracy disambiguating amnesic mild cognitive impairment subjects from those with Alzheimer's disease, accuracies are estimated using a held-out test set. Both results are significant at the 1% level.",0.49556208,0.56651163,0.5906993,0.52667105,0.50591075,0.45933914,0.5102716,0.48922616,0.5569078,0.5376362,0.5293329,0.4825099,0.5145839,0.5779448,Gaussian process classification of Alzheimer's disease and mild cognitive impairment from resting-state fMRI,5/5/2015,,Edward Challis; Peter Hurley; Laura Serra; Marco Bozzali; Seb Oliver; Mara Cercignani,NeuroImage,148,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84937392900&origin=inward,,,,232-243,2015,"@article{,
  author = {Edward Challis; Peter Hurley; Laura Serra; Marco Bozzali; Seb Oliver; Mara Cercignani},
  title = {Gaussian process classification of Alzheimer's disease and mild cognitive impairment from resting-state fMRI},
  journal = {NeuroImage},
  year = {2015},
  doi = {10.1016/j.neuroimage.2015.02.037}
}  url = {https://doi.org/10.1016/j.neuroimage.2015.02.037}
}"
1208,https://doi.org/10.1016/j.media.2019.101632,5.83E-05,8,24,"Neurodegenerative diseases are excessively affecting millions of patients, especially elderly people. Early detection and management of these diseases are crucial as the clinical symptoms take years to appear after the onset of neuro-degeneration. This paper proposes an adaptive feature learning framework using multiple templates for early diagnosis. A multi-classification scheme is developed based on multiple brain parcellation atlases with various regions of interest. Different sets of features are extracted and then fused, and a feature selection is applied with an adaptively chosen sparse degree. In addition, both linear discriminative analysis and locally preserving projections are integrated to construct a least square regression model. Finally, we propose a feature space to predict the severity of the disease by the guidance of clinical scores. Our proposed method is validated on both Alzheimer's disease neuroimaging initiative and Parkinson's progression markers initiative databases. Extensive experimental results suggest that the proposed method outperforms the state-of-the-art methods, such as the multi-modal multi-task learning or joint sparse learning. Our method demonstrates that accurate feature learning facilitates the identification of the highly relevant brain regions with significant contribution in the prediction of disease progression. This may pave the way for further medical analysis and diagnosis in practical applications.",0.5306519,0.5596836,0.5787004,0.5295884,0.5465403,0.5016658,0.5027407,0.4994794,0.51325774,0.53576344,0.55758244,0.5349332,0.52587765,0.53428435,Adaptive sparse learning using multi-template for neurodegenerative disease diagnosis,4/1/2020,,Baiying Lei; Yujia Zhao; Zhongwei Huang; Xiaoke Hao; Feng Zhou; Ahmed Elazab; Jing Qin; Haijun Lei,Medical Image Analysis,34,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078763468&origin=inward,,,,,2020,"@article{,
  author = {Baiying Lei; Yujia Zhao; Zhongwei Huang; Xiaoke Hao; Feng Zhou; Ahmed Elazab; Jing Qin; Haijun Lei},
  title = {Adaptive sparse learning using multi-template for neurodegenerative disease diagnosis},
  journal = {Medical Image Analysis},
  year = {2020},
  doi = {10.1016/j.media.2019.101632}
}  url = {https://doi.org/10.1016/j.media.2019.101632}
}"
704,https://doi.org/10.1142/s0218213018500112,9.66E-05,14,19,"Neurodegenerative disorders, such as Alzheimer's and Parkinson's, constitute a major factor in long-term disability and are becoming more and more a serious concern in developed countries. As there are, at present, no effective therapies, early diagnosis along with avoidance of misdiagnosis seem to be critical in ensuring a good quality of life for patients. In this sense, the adoption of computer-aided-diagnosis tools can offer significant assistance to clinicians. In the present paper, we provide in the first place a comprehensive recording of medical examinations relevant to those disorders. Then, a review is conducted concerning the use of Machine Learning techniques in supporting diagnosis of neurodegenerative diseases, with reference to at times used medical datasets. Special attention has been given to the field of Deep Learning. In addition to that, we communicate the launch of a newly created dataset for Parkinson's disease, containing epidemiological, clinical and imaging data, which will be publicly available to researchers for benchmarking purposes. To assess the potential of the new dataset, an experimental study in Parkinson's diagnosis is carried out, based on state-of-the-art Deep Neural Network architectures and yielding very promising accuracy results.",0.4747302,0.4922659,0.49037847,0.5353759,0.5234792,0.5743602,0.46483603,0.45159513,0.4762249,0.48706594,0.56193024,0.55187106,0.49720427,0.4843164,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
88,https://doi.org/10.1016/j.neuroimage.2012.09.065,0.000781111,119,18,"Neurodegenerative disorders, such as Alzheimer's disease, are associated with changes in multiple neuroimaging and biological measures. These may provide complementary information for diagnosis and prognosis. We present a multi-modality classification framework in which manifolds are constructed based on pairwise similarity measures derived from random forest classifiers. Similarities from multiple modalities are combined to generate an embedding that simultaneously encodes information about all the available features. Multi-modality classification is then performed using coordinates from this joint embedding. We evaluate the proposed framework by application to neuroimaging and biological data from the Alzheimer's Disease Neuroimaging Initiative (ADNI). Features include regional MRI volumes, voxel-based FDG-PET signal intensities, CSF biomarker measures, and categorical genetic information. Classification based on the joint embedding constructed using information from all four modalities out-performs the classification based on any individual modality for comparisons between Alzheimer's disease patients and healthy controls, as well as between mild cognitive impairment patients and healthy controls. Based on the joint embedding, we achieve classification accuracies of 89% between Alzheimer's disease patients and healthy controls, and 75% between mild cognitive impairment patients and healthy controls. These results are comparable with those reported in other recent studies using multi-kernel learning. Random forests provide consistent pairwise similarity measures for multiple modalities, thus facilitating the combination of different types of feature data. We demonstrate this by application to data in which the number of features differs by several orders of magnitude between modalities. Random forest classifiers extend naturally to multi-class problems, and the framework described here could be applied to distinguish between multiple patient groups in the future. © 2012 Elsevier Inc..",0.546085,0.63542104,0.68497735,0.6619282,0.5386269,0.47022992,0.48423228,0.48249364,0.5468242,0.57243913,0.5273879,0.51498604,0.5306476,0.60977757,Random forest-based similarity measures for multi-modal classification of Alzheimer's disease,1/15/2013,,Katherine R. Gray; Paul Aljabar; Rolf A. Heckemann; Alexander Hammers; Daniel Rueckert,NeuroImage,371,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84868215748&origin=inward,,,,167-175,2013,"@article{,
  author = {Katherine R. Gray; Paul Aljabar; Rolf A. Heckemann; Alexander Hammers; Daniel Rueckert},
  title = {Random forest-based similarity measures for multi-modal classification of Alzheimer's disease},
  journal = {NeuroImage},
  year = {2013},
  doi = {10.1016/j.neuroimage.2012.09.065}
}  url = {https://doi.org/10.1016/j.neuroimage.2012.09.065}
}"
1568,https://doi.org/10.1016/j.neurobiolaging.2010.11.008,4.73E-05,1,0,"Neuroimage measures from magnetic resonance (MR) imaging, such as cortical thickness, have been playing an increasingly important role in searching for biomarkers of Alzheimer's disease (AD). Recent studies show that, AD, mild cognitive impairment (MCI) and normal control (NC) can be distinguished with relatively high accuracy using the baseline cortical thickness. With the increasing availability of large longitudinal datasets, it also becomes possible to study the longitudinal changes of cortical thickness and their correlation with the development of pathology in AD. In this study, the longitudinal cortical thickness changes of 152 subjects from 4 clinical groups (AD, NC, Progressive-MCI and Stable-MCI) selected from Alzheimer's Disease Neuroimaging Initiative (ADNI) are measured by our recently developed 4 D (spatial+temporal) thickness measuring algorithm. It is found that the 4 clinical groups demonstrate very similar spatial distribution of grey matter (GM) loss on cortex. To fully utilize the longitudinal information and better discriminate the subjects from 4 groups, especially between Stable-MCI and Progressive-MCI, 3 different categories of features are extracted for each subject, i.e., (1) static cortical thickness measures computed from the baseline and endline, (2) cortex thinning dynamics, such as the thinning speed (mm/year) and the thinning ratio (endline/baseline), and (3) network features computed from the brain network constructed based on the correlation between the longitudinal thickness changes of different regions of interest (ROIs). By combining the complementary information provided by features from the 3 categories, 2 classifiers are trained to diagnose AD and to predict the conversion to AD in MCI subjects, respectively. In the leave-one-out cross-validation, the proposed method can distinguish AD patients from NC at an accuracy of 96.1%, and can detect 81.7% (AUC = 0.875) of the MCI converters 6 months ahead of their conversions to AD. Also, by analyzing the brain network built via longitudinal cortical thickness changes, a significant decrease (p < 0.02) of the network clustering coefficient (associated with the development of AD pathology) is found in the Progressive-MCI group, which indicates the degenerated wiring efficiency of the brain network due to AD. More interestingly, the decreasing of network clustering coefficient of the olfactory cortex region was also found in the AD patients, which suggests olfactory dysfunction. Although the smell identification test is not performed in ADNI, this finding is consistent with other AD-related olfactory studies. © 2012 Elsevier Inc.",0.5016941,0.51196885,0.53414,0.5211953,0.4979558,0.4740621,0.47688806,0.46547508,0.5397593,0.5279885,0.5209151,0.49426225,0.5253591,0.5491495,Discriminant analysis of longitudinal cortical thickness changes in Alzheimer's disease using dynamic and network features,1/1/2012,,Yang Li; Yaping Wang; Guorong Wu; Feng Shi; Luping Zhou; Weili Lin; Dinggang Shen,Neurobiology of Aging,154,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=82755161873&origin=inward,,,,427.e15-427.e30,2012,"@article{,
  author = {Yang Li; Yaping Wang; Guorong Wu; Feng Shi; Luping Zhou; Weili Lin; Dinggang Shen},
  title = {Discriminant analysis of longitudinal cortical thickness changes in Alzheimer's disease using dynamic and network features},
  journal = {Neurobiology of Aging},
  year = {2012},
  doi = {10.1016/j.neurobiolaging.2010.11.008}
}  url = {https://doi.org/10.1016/j.neurobiolaging.2010.11.008}
}"
1352,https://doi.org/10.1016/j.neulet.2013.06.042,5.38E-05,6,0,"Neuroimaging features derived from the cortical surface provide important information in detecting changes related to the progression of Alzheimer's disease (AD). Recent widespread adoption of neuroimaging has allowed researchers to study longitudinal data in AD. We adopted cortical thickness and sulcal depth, parameterized by three-dimensional meshes, from magnetic resonance imaging as the surface features. The cortical feature is high-dimensional, and it is difficult to use directly with a classifier because of the ""small sample size"" problem. We applied manifold learning to reduce the dimensionality of the feature and then tested the usage of the dimensionality reduced feature with a support vector machine classifier. Principal component analysis (PCA) was chosen as the method of manifold learning. PCA was applied to a region of interest within the cortical surface. We used 30 normal, 30 mild cognitive impairment (MCI) and 12 conversion cases taken from the ADNI database. The classifier was trained using the cortical features extracted from normal and MCI patients. The classifier was tested for the 12 conversion patients only using the imaging data before the actual conversion. The conversion was predicted early with an accuracy of 83%. © 2013 Elsevier Ireland Ltd.",0.5422336,0.5390638,0.53653115,0.5165267,0.52988935,0.46263218,0.5032615,0.49850526,0.57143956,0.5561905,0.56057143,0.5380521,0.54685634,0.59016734,Dimensionality reduced cortical features and their use in predicting longitudinal changes in Alzheimer's disease,8/29/2013,,Hyunjin Park; Jin ju Yang; Jongbum Seo; Jong min Lee,Neuroscience Letters,25,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84881376328&origin=inward,,,,17-22,2013,"@article{,
  author = {Hyunjin Park; Jin ju Yang; Jongbum Seo; Jong min Lee},
  title = {Dimensionality reduced cortical features and their use in predicting longitudinal changes in Alzheimer's disease},
  journal = {Neuroscience Letters},
  year = {2013},
  doi = {10.1016/j.neulet.2013.06.042}
}  url = {https://doi.org/10.1016/j.neulet.2013.06.042}
}"
91,https://doi.org/10.1016/j.neuroimage.2017.03.057,0.000776068,133,46,"Neuroimaging has made it possible to measure pathological brain changes associated with Alzheimer's disease (AD) in vivo. Over the past decade, these measures have been increasingly integrated into imaging signatures of AD by means of classification frameworks, offering promising tools for individualized diagnosis and prognosis. We reviewed neuroimaging-based studies for AD and mild cognitive impairment classification, selected after online database searches in Google Scholar and PubMed (January, 1985–June, 2016). We categorized these studies based on the following neuroimaging modalities (and sub-categorized based on features extracted as a post-processing step from these modalities): i) structural magnetic resonance imaging [MRI] (tissue density, cortical surface, and hippocampal measurements), ii) functional MRI (functional coherence of different brain regions, and the strength of the functional connectivity), iii) diffusion tensor imaging (patterns along the white matter fibers), iv) fluorodeoxyglucose positron emission tomography (FDG-PET) (metabolic rate of cerebral glucose), and v) amyloid-PET (amyloid burden). The studies reviewed indicate that the classification frameworks formulated on the basis of these features show promise for individualized diagnosis and prediction of clinical progression. Finally, we provided a detailed account of AD classification challenges and addressed some future research directions.",0.54283535,0.56046206,0.5797873,0.5798337,0.5204184,0.49966484,0.46440116,0.46184146,0.5436852,0.53226465,0.53131825,0.4986775,0.515436,0.54360545,A review on neuroimaging-based classification studies and associated feature extraction methods for Alzheimer's disease and its prodromal stages,7/15/2017,,Saima Rathore; Mohamad Habes; Muhammad Aksam Iftikhar; Amanda Shacklett; Christos Davatzikos,NeuroImage,431,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85018778702&origin=inward,,,,530-548,2017,"@article{,
  author = {Saima Rathore; Mohamad Habes; Muhammad Aksam Iftikhar; Amanda Shacklett; Christos Davatzikos},
  title = {A review on neuroimaging-based classification studies and associated feature extraction methods for Alzheimer's disease and its prodromal stages},
  journal = {NeuroImage},
  year = {2017},
  doi = {10.1016/j.neuroimage.2017.03.057}
}  url = {https://doi.org/10.1016/j.neuroimage.2017.03.057}
}"
1889,https://doi.org/10.1016/j.compmedimag.2014.05.003,4.10E-05,5,9,"Neuroimaging has played an important role in non-invasive diagnosis and differentiation of neurodegenerative disorders, such as Alzheimer's disease and Mild Cognitive Impairment. Various features have been extracted from the neuroimaging data to characterize the disorders, and these features can be roughly divided into global and local features. Recent studies show a tendency of using local features in disease characterization, since they are capable of identifying the subtle disease-specific patterns associated with the effects of the disease on human brain. However, problems arise if the neuroimaging database involved multiple disorders or progressive disorders, as disorders of different types or at different progressive stages might exhibit different degenerative patterns. It is difficult for the researchers to reach consensus on what brain regions could effectively distinguish multiple disorders or multiple progression stages. In this study we proposed a Multi-Channel pattern analysis approach to identify the most discriminative local brain metabolism features for neurodegenerative disorder characterization. We compared our method to global methods and other pattern analysis methods based on clinical expertise or statistics tests. The preliminary results suggested that the proposed Multi-Channel pattern analysis method outperformed other approaches in Alzheimer's disease characterization, and meanwhile provided important insights into the underlying pathology of Alzheimer's disease and Mild Cognitive Impairment. © 2014 Elsevier Ltd.",0.5295168,0.5238538,0.5495128,0.5696638,0.47935075,0.46185982,0.42803034,0.40959746,0.5204443,0.5208047,0.50639844,0.51637644,0.5041078,0.53335106,Multi-Channel neurodegenerative pattern analysis and its application in Alzheimer's disease characterization,1/1/2014,,Sidong Liu; Weidong Cai; Lingfeng Wen; David Dagan Feng; Sonia Pujol; Ron Kikinis; Michael J. Fulham; Stefan Eberl,Computerized Medical Imaging and Graphics,19,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84906055237&origin=inward,,,,436-444,2014,"@article{,
  author = {Sidong Liu; Weidong Cai; Lingfeng Wen; David Dagan Feng; Sonia Pujol; Ron Kikinis; Michael J. Fulham; Stefan Eberl},
  title = {Multi-Channel neurodegenerative pattern analysis and its application in Alzheimer's disease characterization},
  journal = {Computerized Medical Imaging and Graphics},
  year = {2014},
  doi = {10.1016/j.compmedimag.2014.05.003}
}  url = {https://doi.org/10.1016/j.compmedimag.2014.05.003}
}"
1460,https://doi.org/10.1109/isbi.2011.5872774,4.91E-05,1,0,"Neuroimaging is a fundamental component of the neurological diagnosis. The greatly increased volume and complexity of neuroimaging datasets has created a need for efficient image management and retrieval. In this paper, we advance a content-based retrieval framework for 3D functional neuroimaging data based on 3D curvelet transforms. The localized volumetric texture feature was extracted by a 3D digital curvelet transform from parametric image of cerebral metabolic rate of glucose consumption with a set of adaptive disorder-oriented masks for each type of neurological disorder. The results, using 142 clinical dementia studies, show that our proposed approach supports efficient and high performance neuroimaging data retrieval. © 2011 IEEE.",0.42045313,0.42444593,0.37294534,0.45449284,0.41381174,0.3912687,0.34110525,0.33526224,0.36829555,0.40865305,0.40138686,0.41420507,0.37153116,0.49376652,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
111,https://doi.org/10.1186/s40708-020-00112-2,0.000628198,100,42,"Neuroimaging, in particular magnetic resonance imaging (MRI), has been playing an important role in understanding brain functionalities and its disorders during the last couple of decades. These cutting-edge MRI scans, supported by high-performance computational tools and novel ML techniques, have opened up possibilities to unprecedentedly identify neurological disorders. However, similarities in disease phenotypes make it very difficult to detect such disorders accurately from the acquired neuroimaging data. This article critically examines and compares performances of the existing deep learning (DL)-based methods to detect neurological disorders—focusing on Alzheimer’s disease, Parkinson’s disease and schizophrenia—from MRI data acquired using different modalities including functional and structural MRI. The comparative performance analysis of various DL architectures across different disorders and imaging modalities suggests that the Convolutional Neural Network outperforms other methods in detecting neurological disorders. Towards the end, a number of current research challenges are indicated and some possible future research directions are provided.",0.49390888,0.5064783,0.47992957,0.5756451,0.49864054,0.50986284,0.43342814,0.41663852,0.4603722,0.50716645,0.5535915,0.55196697,0.52924925,0.52090544,"Application of deep learning in detecting neurological disorders from magnetic resonance images: a survey on the detection of Alzheimer’s disease, Parkinson’s disease and schizophrenia",12/1/2020,,Manan Binth Taj Noor; Nusrat Zerin Zenia; M. Shamim Kaiser; Shamim Al Mamun; Mufti Mahmud,Brain Informatics,192,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092329644&origin=inward,,,,,2020,"@article{,
  author = {Manan Binth Taj Noor; Nusrat Zerin Zenia; M. Shamim Kaiser; Shamim Al Mamun; Mufti Mahmud},
  title = {Application of deep learning in detecting neurological disorders from magnetic resonance images: a survey on the detection of Alzheimer’s disease, Parkinson’s disease and schizophrenia},
  journal = {Brain Informatics},
  year = {2020},
  doi = {10.1186/s40708-020-00112-2}
}  url = {https://doi.org/10.1186/s40708-020-00112-2}
}"
2836,https://doi.org/10.1016/j.jpsychires.2007.12.002,2.92E-05,1,0,"Neuropathological research consistently revealed the cerebellum to undergo degenerative changes in Alzheimer's disease (AD). Whether these alterations affect cerebellar morphology in vivo has not yet been investigated in a comprehensive way. Magnetic resonance imaging was performed in 20 patients with AD, 20 with mild cognitive impairment (MCI), and 20 healthy controls. By manual tracing the cerebellum was divided in four substructures (anterior lobe, superior posterior lobe, inferior posterior lobe and corpus medullare, respectively) on each hemisphere. Posterior cerebellar lobes were significantly smaller in AD patients when compared to healthy controls. In the AD group, atrophy of the posterior cerebellar regions was associated with poorer cognitive performance. Our findings lend further support for cerebellar involvement in AD. © 2007 Elsevier Ltd. All rights reserved.",0.4053227,0.3650524,0.37488613,0.39959273,0.38845757,0.32252273,0.3497143,0.32421106,0.42087266,0.36718833,0.36755618,0.3588633,0.37331048,0.38599786,The cerebellum in mild cognitive impairment and Alzheimer's disease - A structural MRI study,10/1/2008,,Philipp A. Thomann; Christine Schläfer; Ulrich Seidl; Vasco Dos Santos; Marco Essig; Johannes Schröder,Journal of Psychiatric Research,77,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=52149119873&origin=inward,,,,1198-1202,2008,"@article{,
  author = {Philipp A. Thomann; Christine Schläfer; Ulrich Seidl; Vasco Dos Santos; Marco Essig; Johannes Schröder},
  title = {The cerebellum in mild cognitive impairment and Alzheimer's disease - A structural MRI study},
  journal = {Journal of Psychiatric Research},
  year = {2008},
  doi = {10.1016/j.jpsychires.2007.12.002}
}  url = {https://doi.org/10.1016/j.jpsychires.2007.12.002}
}"
